,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
31,-271.13494873046875,77.36886596679688,-11.686068534851074,51.66484832763672,-0.5100183486938477,16.570192337036133,-16.44463348388672,-11.087457656860352,-16.892581939697266,-5.751374244689941,-7.3318328857421875,-18.26890754699707,-1.1293864250183105,-15.408695220947266,-5.7614569664001465,-11.437719345092773,-2.889632225036621,1.3401988744735718,0.29403015971183777,-3.0179660320281982
32,-187.47210693359375,116.0665512084961,-40.070045471191406,69.69601440429688,-4.974401473999023,27.646595001220703,-15.939349174499512,7.6644134521484375,-46.26106262207031,-9.98624038696289,-2.7605202198028564,-40.783870697021484,18.089488983154297,-10.187252044677734,3.3961434364318848,-5.60038948059082,-2.8614139556884766,-7.181572914123535,-6.189313888549805,-6.166595458984375
33,-259.59515380859375,66.38873291015625,-45.32667541503906,40.24586868286133,-33.401206970214844,13.114716529846191,-23.5146484375,-10.545923233032227,-21.213329315185547,-12.814457893371582,-5.9342942237854,-16.43265151977539,-7.496184825897217,-10.8540620803833,10.015292167663574,-20.564271926879883,-2.82078218460083,-5.960442066192627,-8.904650688171387,-2.9580559730529785
34,-228.047119140625,166.57125854492188,-51.55949783325195,49.21712112426758,15.399042129516602,0.7629594206809998,-8.882044792175293,-18.19596290588379,3.207886219024658,-21.83260726928711,-4.550278663635254,-4.095183849334717,-13.386407852172852,5.7931132316589355,-6.132608413696289,-1.0862780809402466,4.286553859710693,-3.0708749294281006,-3.737196207046509,-2.911045789718628
35,-355.9649963378906,71.03507995605469,-28.788663864135742,21.37410545349121,-7.26314115524292,3.4068686962127686,3.836168050765991,-8.074751853942871,-15.290271759033203,-20.06809425354004,-12.388903617858887,-7.416658878326416,-11.433738708496094,-14.692981719970703,-0.9671127796173096,-4.819796085357666,-4.402083873748779,2.6442785263061523,-3.3154397010803223,-5.500533103942871
36,-253.24295043945312,102.07048797607422,-26.512340545654297,61.29597091674805,9.820938110351562,11.319357872009277,-15.290864944458008,-3.1560277938842773,-17.027420043945312,-4.025432586669922,-5.8223876953125,-17.044204711914062,3.9154398441314697,-6.667985916137695,6.499997138977051,-9.120243072509766,-0.9678559303283691,0.2091265618801117,-5.1952104568481445,-0.8894745707511902
37,-172.98733520507812,115.49852752685547,-17.435972213745117,59.397247314453125,-10.750389099121094,33.226898193359375,-31.509607315063477,10.577652931213379,-7.9372758865356445,-18.302854537963867,-0.23415516316890717,-22.005165100097656,-9.600700378417969,-17.225191116333008,8.278617858886719,-14.819831848144531,-6.104864597320557,-0.8258697390556335,-5.723025321960449,-6.235527992248535
38,-268.0455017089844,91.48296356201172,-36.16350555419922,48.109596252441406,12.750345230102539,10.308484077453613,-21.6296443939209,1.192536473274231,-21.601612091064453,1.088629126548767,-2.5951554775238037,-13.135302543640137,8.258437156677246,-7.773183345794678,6.217571258544922,-12.66784381866455,3.130645990371704,-6.401905059814453,-5.272494316101074,2.382899045944214
39,-295.7996826171875,133.72479248046875,2.3443665504455566,12.089544296264648,-19.82256317138672,-8.673362731933594,7.011349201202393,-18.14969253540039,-31.273391723632812,-4.700007438659668,-1.0345348119735718,-14.253683090209961,-5.3201003074646,-6.293245792388916,-2.957871913909912,-2.4166955947875977,-10.418557167053223,-4.790512561798096,2.5961709022521973,-5.125044822692871
40,-325.71771240234375,113.44886779785156,-5.4599223136901855,33.36629104614258,12.219359397888184,23.284603118896484,2.9411745071411133,-3.843273878097534,-12.420370101928711,-15.624995231628418,-14.53824234008789,-13.136277198791504,-3.2830135822296143,-8.188905715942383,0.08295156806707382,-6.080111503601074,4.5371012687683105,1.760530948638916,-7.201879501342773,0.745284378528595
41,-247.93128967285156,103.06481170654297,-28.05744743347168,54.02339172363281,-4.295133590698242,23.626140594482422,0.8923215270042419,3.9128098487854004,-6.042847156524658,-3.1268677711486816,-14.32751750946045,-11.522034645080566,3.5748846530914307,-16.929080963134766,5.4557719230651855,-4.8168439865112305,5.266537189483643,-2.475778818130493,-2.6887261867523193,2.6662967205047607
42,-273.1539611816406,97.30732727050781,-40.616546630859375,41.81599807739258,3.330554246902466,15.159503936767578,-37.57225036621094,-13.279354095458984,-23.007047653198242,-18.20630645751953,-8.29112720489502,-18.325172424316406,-2.868488311767578,-11.14089584350586,5.424042224884033,-19.808298110961914,-7.927974700927734,-8.064676284790039,-14.016947746276855,-0.49298253655433655
43,-275.8861083984375,107.44681549072266,-31.240707397460938,34.16322326660156,-20.267066955566406,-14.104583740234375,-9.454920768737793,-9.257270812988281,-12.511279106140137,-7.464107990264893,-8.137857437133789,-13.79381275177002,-8.453276634216309,-4.745301723480225,-3.9313299655914307,-14.359230041503906,1.08560311794281,-10.546746253967285,-5.6808271408081055,-0.9679552316665649
44,-296.4666442871094,118.44721221923828,-25.17384147644043,15.499242782592773,-20.667116165161133,-12.622485160827637,-17.34617805480957,-18.11530876159668,-8.922451972961426,-22.45313262939453,-2.684372901916504,-8.403340339660645,-15.369134902954102,2.532881259918213,1.0944879055023193,-5.2426934242248535,-7.49630069732666,-1.5106070041656494,-2.1410789489746094,-11.46399974822998
45,-180.56912231445312,133.98480224609375,-41.48643493652344,43.550445556640625,-37.921810150146484,30.03902244567871,-39.85483169555664,2.4132192134857178,-17.167789459228516,-14.36207389831543,3.328753709793091,-16.00176429748535,9.231450080871582,-20.00626564025879,6.769428253173828,-9.055498123168945,-1.4685035943984985,-3.401313066482544,-4.281347274780273,2.475656270980835
46,-230.47845458984375,122.89510345458984,-24.60377311706543,56.89912414550781,-2.3069448471069336,22.713544845581055,11.713435173034668,-2.0740809440612793,-8.365667343139648,1.6510239839553833,1.6759675741195679,-5.431731700897217,-5.3173651695251465,-18.521804809570312,8.633345603942871,-9.991501808166504,-8.316686630249023,5.388715744018555,-4.686126708984375,2.689051389694214
47,-294.5234680175781,127.16173553466797,-18.012914657592773,31.74422836303711,1.656096339225769,1.7913463115692139,-3.8732898235321045,0.6876388192176819,-20.14603042602539,-3.2329907417297363,-8.671746253967285,-10.807319641113281,3.2028915882110596,-18.457195281982422,-0.9713848233222961,-1.445303201675415,-7.3241868019104,-11.925864219665527,3.967129945755005,-3.352553606033325
48,-228.09780883789062,98.1606216430664,-31.917577743530273,48.529518127441406,-21.096147537231445,12.657411575317383,-11.615169525146484,-15.106125831604004,-10.374409675598145,-15.43453598022461,-12.60876750946045,-8.558457374572754,-1.8926910161972046,-9.130158424377441,-3.308347463607788,-13.242086410522461,2.1194770336151123,-3.6675586700439453,-4.993519306182861,-6.0139923095703125
49,-238.6891326904297,104.75648498535156,-31.9244327545166,35.92713165283203,-14.22203254699707,-2.6044018268585205,-11.287463188171387,-2.1767337322235107,-7.243552207946777,-1.3044625520706177,2.8822827339172363,-5.479557514190674,3.1215808391571045,-7.964613437652588,4.877411365509033,-2.169557809829712,-6.648509502410889,-4.4743428230285645,-5.2350172996521,-3.5587024688720703
50,-274.691650390625,127.92249298095703,15.379530906677246,40.64498519897461,4.665729999542236,3.156620502471924,-6.173519134521484,-9.34882640838623,-18.253658294677734,-13.03584098815918,-2.97025203704834,-3.3478124141693115,-0.057860296219587326,-9.11491584777832,2.015395164489746,3.1919105052948,-6.178252696990967,-4.134209632873535,4.81162691116333,0.0009569178801029921
51,-258.4882507324219,78.02686309814453,-43.2115364074707,48.668251037597656,-22.262104034423828,10.466687202453613,-21.30626678466797,-7.085001468658447,-17.15840721130371,-13.454668998718262,-8.081267356872559,-19.511934280395508,-6.679020881652832,1.3874720335006714,2.3765056133270264,-27.662246704101562,8.899502754211426,-2.7258365154266357,-12.967561721801758,2.3020129203796387
52,-149.50711059570312,104.42063903808594,-46.02529525756836,58.24853515625,-3.344050168991089,22.866756439208984,-19.574203491210938,-16.928720474243164,-19.63245964050293,-1.6435831785202026,-2.3041605949401855,-22.12062644958496,-4.133378028869629,-21.35154151916504,-3.0861496925354004,-12.749262809753418,-6.912125110626221,-0.4020359516143799,0.28594475984573364,-0.6017313599586487
53,-255.583984375,125.7615966796875,-21.64859962463379,31.21784019470215,7.66956090927124,15.52892017364502,-19.135082244873047,-2.6949102878570557,-14.819916725158691,-5.533447742462158,-9.906533241271973,-9.217082023620605,10.579951286315918,-10.010932922363281,1.7392594814300537,-0.5961529016494751,6.556571960449219,-13.269624710083008,-3.4184036254882812,3.8500945568084717
54,-394.0108642578125,83.75960540771484,4.711035251617432,23.474374771118164,7.358150959014893,13.082728385925293,-10.446613311767578,-5.515587329864502,-3.5885133743286133,-0.7418238520622253,-1.341526985168457,-9.248418807983398,-1.077113389968872,-4.504185676574707,-0.12648603320121765,-4.295862674713135,-0.3780732750892639,2.161529541015625,-0.13096332550048828,0.6432440876960754
55,-258.7405700683594,155.05160522460938,-1.6226990222930908,42.324222564697266,12.031792640686035,8.53585433959961,6.690793037414551,-0.5672889947891235,-24.659927368164062,2.173701763153076,6.03312349319458,-9.24837589263916,-0.7227720618247986,-6.196041107177734,9.018163681030273,1.268027663230896,-3.0812392234802246,-3.633997917175293,3.7942380905151367,-3.027980327606201
56,-246.4954376220703,146.04429626464844,-9.885428428649902,23.827213287353516,-9.432038307189941,11.301911354064941,-2.6126701831817627,-27.680402755737305,-14.99543571472168,-13.571189880371094,-17.48605728149414,-7.6091790199279785,-5.920994281768799,-12.429275512695312,0.05516153201460838,-4.183293342590332,-7.5841803550720215,-3.7170326709747314,-0.7786787152290344,-7.096667289733887
57,-300.0419616699219,108.50814056396484,-34.113765716552734,87.64532470703125,-1.338776707649231,22.755250930786133,-12.693375587463379,0.8256848454475403,-11.940872192382812,-5.349037170410156,0.10710497200489044,-14.384079933166504,12.880369186401367,-13.25979995727539,0.21364183723926544,-2.1191701889038086,-3.6069717407226562,-7.278351783752441,-1.937881588935852,4.799020290374756
58,-341.76019287109375,130.7572784423828,-41.97580337524414,42.707313537597656,15.84089183807373,-5.464150428771973,6.917419910430908,-2.7148563861846924,3.290745258331299,-1.594429612159729,1.8038370609283447,-1.5758099555969238,0.479625940322876,5.061036109924316,-2.0397515296936035,4.254551887512207,0.3051679730415344,4.446733474731445,7.3393731117248535,-3.3917644023895264
59,-258.2297668457031,119.1427001953125,-26.125534057617188,55.84002685546875,11.880524635314941,8.677850723266602,0.5405218005180359,-3.3690497875213623,-24.741512298583984,5.332827091217041,-8.137205123901367,-8.27236557006836,7.728370666503906,-18.942480087280273,12.898416519165039,-8.988444328308105,-14.94149112701416,-3.3553662300109863,-4.861586570739746,-6.592785358428955
60,-312.19525146484375,90.95330810546875,1.3165525197982788,32.466556549072266,7.9305009841918945,17.453147888183594,-9.058070182800293,2.418630599975586,-5.78299617767334,-11.1884765625,-6.867412567138672,-5.2047438621521,-1.2926255464553833,-22.007986068725586,-7.88144588470459,2.36883282661438,-0.9014474153518677,-9.43615436553955,0.4186488091945648,1.0965477228164673
61,-227.3302001953125,123.03978729248047,-27.831172943115234,39.962730407714844,-24.05367088317871,2.9418716430664062,-0.2578011155128479,-13.094202041625977,-11.310945510864258,-12.771078109741211,-12.8048734664917,-5.907441139221191,-1.9338290691375732,-11.248913764953613,-6.358709335327148,-8.331649780273438,1.5869311094284058,-7.160363674163818,-5.6167311668396,-4.930786609649658
62,-196.8437042236328,148.25958251953125,-44.79560852050781,68.04670715332031,-11.640735626220703,14.986210823059082,-7.987461566925049,1.5087171792984009,-24.870824813842773,-5.357635974884033,2.5611398220062256,-13.551340103149414,13.364767074584961,-18.55831527709961,7.850164413452148,1.637123942375183,-7.480278015136719,-4.303497791290283,-2.4643468856811523,4.739638328552246
63,-241.74058532714844,109.01576232910156,-18.642465591430664,37.185646057128906,5.310024261474609,10.041707038879395,-12.025879859924316,-20.26141929626465,-27.22995948791504,-12.31550121307373,-23.955419540405273,-11.378256797790527,-1.5875309705734253,-8.973169326782227,6.381505489349365,-18.503183364868164,8.865479469299316,-5.579915523529053,-17.92470359802246,4.4886698722839355
64,-402.8088073730469,64.85030364990234,-16.736082077026367,11.75337028503418,-11.217601776123047,-3.9533026218414307,-5.635880470275879,-5.0763258934021,-8.732704162597656,-3.7764651775360107,-1.8686968088150024,-6.767963409423828,-3.7889819145202637,-1.1077324151992798,2.0714197158813477,-6.126427173614502,0.18732383847236633,-4.395209789276123,-4.410452842712402,-2.040738344192505
65,-231.94764709472656,98.14117431640625,-6.451150417327881,47.11695861816406,-11.668441772460938,23.643646240234375,-12.01392936706543,3.429229259490967,-5.8734025955200195,-9.762372970581055,-16.892723083496094,-13.520400047302246,0.05463419109582901,-21.801998138427734,-0.9314601421356201,-8.032172203063965,2.4543113708496094,-5.269059181213379,1.8666750192642212,1.6916022300720215
66,-312.2342834472656,81.33043670654297,-23.66306495666504,26.159963607788086,-4.697234630584717,-2.661013603210449,4.44612979888916,-7.644828796386719,-8.655693054199219,-12.349985122680664,-5.997290134429932,-5.735927581787109,-5.858068466186523,-11.53764820098877,-10.997089385986328,-3.6254961490631104,-6.686473846435547,-6.335250377655029,-1.9192084074020386,-2.5155248641967773
67,-202.1082000732422,132.78663635253906,-44.26491928100586,76.18553924560547,2.2173662185668945,7.861368179321289,-12.479788780212402,3.337817668914795,-18.258464813232422,-6.35093879699707,-0.199680358171463,-17.294755935668945,5.879029750823975,-9.964709281921387,-0.10371644049882889,-3.9222960472106934,1.9313573837280273,-3.1086959838867188,-1.6567411422729492,6.917076587677002
68,-324.31781005859375,79.66878509521484,-21.47676658630371,35.43267822265625,2.0291991233825684,11.373712539672852,-3.6388933658599854,-3.527557849884033,-7.131595134735107,-5.161184310913086,-7.797662258148193,-8.125020027160645,0.13135142624378204,-8.590459823608398,4.603118419647217,-5.553379058837891,-1.3805577754974365,2.615574836730957,0.14394180476665497,4.171821594238281
69,-295.5479431152344,92.61833953857422,-10.724448204040527,40.37295150756836,7.192974090576172,19.507993698120117,-17.53953742980957,-4.813852310180664,-17.443634033203125,2.0469436645507812,1.508103847503662,-17.694101333618164,11.099188804626465,-5.288166046142578,-0.41892382502555847,-7.5885820388793945,2.2338387966156006,-2.0716612339019775,-7.6002583503723145,3.8025741577148438
70,-363.420654296875,118.82572174072266,-26.146472930908203,39.01424789428711,14.251750946044922,-1.4967007637023926,0.112489715218544,-11.095065116882324,0.3582253158092499,-9.550660133361816,-1.1649351119995117,0.6093538403511047,-5.550600528717041,6.345730304718018,-2.8892130851745605,0.12344984710216522,3.9703030586242676,-5.726850986480713,-1.3359907865524292,-1.8169662952423096
71,-327.015625,79.91862487792969,-21.5470027923584,33.90800857543945,-5.309047222137451,6.73368501663208,-5.908056735992432,4.378544807434082,-5.978036403656006,-1.6569780111312866,-6.294106483459473,-3.1634609699249268,-4.505974769592285,-16.93811798095703,3.494870901107788,-12.968914985656738,-0.1212143674492836,-6.814600944519043,-4.082828521728516,2.432752847671509
72,-357.0708923339844,82.28965759277344,-23.8607120513916,44.84463882446289,-8.467392921447754,14.013198852539062,-4.930526256561279,4.07239294052124,-4.691660404205322,-6.148212432861328,-7.232614040374756,-13.222956657409668,4.826767921447754,-12.988980293273926,-0.7419942021369934,-6.5589518547058105,-2.2745015621185303,4.326653957366943,-1.0359207391738892,2.4492523670196533
73,-300.6005859375,103.19844055175781,-13.424357414245605,24.296566009521484,0.5266441106796265,5.7925262451171875,-2.347018003463745,-1.619978904724121,-21.435047149658203,-6.768210411071777,-7.523097991943359,-9.522521018981934,1.9936630725860596,-15.58572769165039,2.4556753635406494,-0.0853705182671547,-5.99467658996582,-10.032140731811523,0.9192906618118286,-1.3592666387557983
74,-225.0631103515625,122.96068572998047,-33.98998260498047,25.75284767150879,-25.55394172668457,12.889092445373535,-21.142772674560547,5.5917181968688965,-9.41091251373291,-15.530635833740234,-7.4168477058410645,-18.660614013671875,-3.4229819774627686,-10.813092231750488,2.3499348163604736,-12.315997123718262,-1.484876036643982,-7.0098443031311035,-3.136833429336548,0.055444516241550446
