mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-277.7339172363281,86.33937072753906,9.54651165008545,27.260669708251953,-1.5808542966842651,2.2946786880493164,-21.06305694580078,-6.768252372741699,-16.339187622070312,3.448965311050415,-0.18547958135604858,3.0377776622772217,-7.492875099182129,-4.326860427856445,-3.9383230209350586,-0.06197575852274895,-8.20438003540039,-0.9901542663574219,-7.994271278381348,1.6628870964050293,1
-287.4414367675781,101.41153717041016,9.845778465270996,18.111303329467773,0.9534724950790405,4.148738861083984,-21.46117401123047,3.54874849319458,-11.67628288269043,1.8108302354812622,-8.262001037597656,-2.0740184783935547,-8.9542875289917,0.3280920386314392,-4.562631607055664,1.4709018468856812,-8.286371231079102,2.301535129547119,-9.539156913757324,-0.6753007173538208,1
-292.9869384765625,82.17695617675781,5.1671223640441895,21.194120407104492,0.8131813406944275,-5.446115016937256,-21.21364402770996,1.4458831548690796,-20.31368637084961,4.439659595489502,-1.1483664512634277,-7.161250591278076,-7.837585926055908,-1.9146912097930908,-7.601760387420654,4.359952926635742,-6.932132720947266,1.2517931461334229,-9.683860778808594,2.710421562194824,1
-346.3493957519531,87.3899154663086,6.518007755279541,32.11892318725586,7.091322422027588,7.5778117179870605,-9.028164863586426,3.232435464859009,-14.420412063598633,1.2270808219909668,-3.052682638168335,-0.47002261877059937,-5.447875022888184,-4.820985317230225,-7.377941131591797,4.934337139129639,-7.918896198272705,1.9516081809997559,-4.9633870124816895,0.4651012420654297,1
-294.494384765625,105.38732147216797,7.765577793121338,26.10262680053711,-1.669517159461975,0.3384631276130676,-13.264830589294434,-0.4153427481651306,-22.2686710357666,1.3101885318756104,-7.694322109222412,4.3970208168029785,-5.446567535400391,1.2817925214767456,-4.447604656219482,3.8466508388519287,-5.28249454498291,1.5969160795211792,-1.2319964170455933,-0.2548098564147949,1
-281.83966064453125,110.04989624023438,-5.376913070678711,18.068092346191406,1.5442800521850586,5.130147933959961,-15.656312942504883,5.617368221282959,-13.9564208984375,0.2747661769390106,-0.6438536047935486,3.3543190956115723,-10.355223655700684,-3.6435041427612305,-8.910820960998535,3.473862886428833,-12.160256385803223,-1.8695188760757446,-6.8635783195495605,-2.600242853164673,1
-342.3389587402344,90.07279205322266,7.385317325592041,31.029224395751953,-3.335102081298828,10.192102432250977,-11.919119834899902,4.429292678833008,-9.094983100891113,3.0317444801330566,-5.330847263336182,5.941927909851074,-3.034238576889038,3.685084819793701,-6.738432884216309,4.0925188064575195,-6.593794822692871,1.0576614141464233,-6.28992223739624,-3.7833774089813232,1
-309.64227294921875,108.7104721069336,-3.4977004528045654,26.300418853759766,-1.0876684188842773,1.5232212543487549,-22.869735717773438,3.4048409461975098,-15.318902015686035,1.6946229934692383,-8.222710609436035,5.420770168304443,-10.35481071472168,2.8718457221984863,-0.5042969584465027,-1.0460138320922852,-2.3311240673065186,-2.0090491771698,-6.174890518188477,-3.9563398361206055,1
-328.581787109375,107.6421127319336,-4.3101806640625,24.60133171081543,6.98588228225708,9.419472694396973,-11.249364852905273,5.543500900268555,-14.332937240600586,4.3455729484558105,3.035041332244873,0.920730471611023,-9.78024673461914,1.9814664125442505,-4.696554183959961,2.0696325302124023,-8.707667350769043,-0.5772088170051575,-8.148091316223145,-2.332746982574463,1
-311.6321716308594,89.60249328613281,2.833883285522461,32.17071533203125,5.756557941436768,8.899991989135742,-25.2423095703125,9.753068923950195,-14.779379844665527,0.03855682536959648,-3.614961862564087,0.28772613406181335,-3.6094861030578613,3.1263587474823,-2.613643169403076,6.895700454711914,-4.407914638519287,3.709085464477539,-4.77095890045166,4.14185094833374,1
-316.9697265625,102.71732330322266,0.7678240537643433,31.52471923828125,-2.194368362426758,-1.2014471292495728,-12.132244110107422,6.087125778198242,-17.913074493408203,-2.6992266178131104,-7.798311710357666,4.751960277557373,-1.530280590057373,4.510293483734131,-5.360785007476807,5.923421382904053,-8.254515647888184,-4.222846031188965,-5.526834487915039,-1.9465184211730957,1
-270.6228942871094,105.98499298095703,-10.143414497375488,20.445024490356445,-3.2576727867126465,-1.603142499923706,-14.48672866821289,2.42978572845459,-17.77433967590332,7.210528373718262,0.5832628607749939,-0.01725221425294876,-7.196101665496826,-1.1235389709472656,-7.283370018005371,0.5462779402732849,-7.78148078918457,-3.227313756942749,-6.579712867736816,-3.61631441116333,1
-357.54766845703125,95.4117431640625,5.66527795791626,44.980506896972656,6.10322380065918,-0.3720708191394806,-13.161820411682129,8.432930946350098,-16.740968704223633,-2.95599102973938,4.003113269805908,10.712239265441895,-7.835011959075928,5.284371376037598,-3.5062975883483887,7.111618518829346,-3.7168667316436768,3.936980962753296,-1.790941834449768,-3.7917063236236572,1
-289.8819274902344,104.41961669921875,-9.156956672668457,27.566267013549805,3.9518470764160156,7.337337493896484,-10.90829086303711,5.871885776519775,-22.697290420532227,2.4885969161987305,-8.87739086151123,4.378544330596924,2.049546003341675,5.146245956420898,-6.632452487945557,3.730841636657715,-3.331331253051758,-3.033658742904663,-3.305199384689331,1.029070496559143,1
-345.0052490234375,102.31636047363281,4.341761112213135,31.445112228393555,4.698644638061523,6.992944717407227,-17.76801109313965,2.663789987564087,-14.510248184204102,4.419709205627441,-9.846419334411621,-3.1995818614959717,-10.258573532104492,-0.25154754519462585,-2.7511351108551025,-1.3063145875930786,-8.576891899108887,3.6907215118408203,-4.8867268562316895,2.0793685913085938,1
-360.0765686035156,97.180419921875,-7.649386405944824,28.30959129333496,3.823676586151123,4.972835063934326,-14.412918090820312,4.6329216957092285,-14.425093650817871,10.890602111816406,-2.913815498352051,3.1795010566711426,-0.6803618669509888,0.2743004262447357,-6.2725629806518555,3.0282018184661865,-2.2488412857055664,2.787423610687256,-0.7416061758995056,-1.1015379428863525,1
-329.6370849609375,108.28154754638672,-10.531607627868652,33.40690612792969,9.964902877807617,-8.283869743347168,-19.66507339477539,8.368610382080078,-14.456852912902832,-2.7157981395721436,3.3635072708129883,0.37561988830566406,-0.3053624629974365,7.152288913726807,-4.948030471801758,4.7536940574646,-6.81742525100708,3.218555450439453,-4.922054767608643,-1.3173812627792358,1
-276.9884033203125,100.19346618652344,-8.774584770202637,35.309600830078125,0.7446523904800415,-1.843927025794983,-21.557373046875,0.14895328879356384,-11.974377632141113,5.182724475860596,-5.481139183044434,7.179312705993652,-5.246992111206055,-4.751303195953369,5.920957565307617,1.524751901626587,-8.263161659240723,1.5800142288208008,-9.097652435302734,2.1457717418670654,1
-331.8923645019531,73.14812469482422,26.974102020263672,27.55617904663086,5.331469535827637,7.521658420562744,-26.096399307250977,7.2314581871032715,-9.591230392456055,-5.172815322875977,-5.378300189971924,-1.0531535148620605,-6.536093235015869,6.043793678283691,-6.405637264251709,-2.0166821479797363,-2.862492799758911,4.844374656677246,-6.938464164733887,4.688325881958008,1
-342.3066711425781,83.44346618652344,6.071197032928467,20.23788833618164,8.333818435668945,8.457408905029297,-11.450702667236328,8.635499000549316,-7.609981060028076,1.1578518152236938,-4.093471527099609,0.06691057235002518,-4.895791530609131,-2.5160818099975586,-6.791499614715576,5.130173206329346,-8.533651351928711,-1.2489715814590454,-8.728452682495117,2.2033376693725586,1
-350.27435302734375,92.73931884765625,2.31958270072937,20.90633773803711,-4.171148777008057,6.393647193908691,-13.357501983642578,7.299755096435547,-7.702251434326172,2.6287686824798584,-8.406265258789062,-0.1335686296224594,-6.630549430847168,3.8559467792510986,-4.960781097412109,3.036672592163086,-1.826127052307129,5.888080596923828,-6.2548418045043945,-2.9550626277923584,1
-330.5377502441406,125.59578704833984,-2.6588404178619385,25.217918395996094,-4.1141839027404785,-0.7414209842681885,-10.993751525878906,0.9732932448387146,-18.40099334716797,0.4886998236179352,-9.717791557312012,5.126669406890869,2.2446541786193848,0.9124584197998047,-4.066361904144287,1.2209208011627197,-8.185443878173828,-0.425753653049469,-2.426957607269287,-5.344485282897949,1
-303.00567626953125,91.46232604980469,-5.466726779937744,31.503704071044922,3.125204563140869,9.616838455200195,-19.55077362060547,1.7417548894882202,-21.961156845092773,6.24392032623291,-4.334050178527832,0.9610978960990906,0.017436856403946877,1.8407258987426758,-6.535415172576904,6.539003372192383,-4.983250141143799,0.2703316807746887,-2.327205181121826,-2.9344136714935303,1
-327.3734130859375,84.44425201416016,5.904500961303711,36.3138313293457,-0.9229761958122253,4.551153182983398,-21.918550491333008,11.454133033752441,-14.857373237609863,0.28990352153778076,-0.9054321646690369,10.65088939666748,-3.9819109439849854,2.3059306144714355,0.015547878108918667,2.057474136352539,-2.011392831802368,0.627574622631073,-0.3258708417415619,1.1018071174621582,1
-314.0318908691406,96.04914093017578,0.20786282420158386,21.27172088623047,-0.25779858231544495,3.7454934120178223,-13.102529525756836,7.932057857513428,-6.462098598480225,2.3660123348236084,-10.211823463439941,-2.6255767345428467,-8.533487319946289,3.233152389526367,-9.441497802734375,0.31675830483436584,-3.2662389278411865,-1.4599330425262451,-9.002233505249023,-0.759048581123352,1
-401.576416015625,95.39817810058594,7.338131427764893,33.695556640625,5.8485589027404785,10.525033950805664,-11.515052795410156,5.902223110198975,-15.229334831237793,2.558177947998047,-9.570399284362793,-2.52164626121521,-6.378584384918213,2.0969126224517822,-2.3400497436523438,2.973127841949463,-4.81353759765625,2.5202701091766357,-1.1875723600387573,-0.9933444261550903,1
-346.7854919433594,97.3697738647461,-2.1786534786224365,33.30491256713867,16.668434143066406,6.388214588165283,-17.98272705078125,7.504979133605957,-11.567858695983887,-1.973004937171936,-7.17050313949585,0.951788067817688,-6.242640018463135,2.7152304649353027,-5.415550708770752,3.711993455886841,-2.594650983810425,2.8283510208129883,-6.302775859832764,4.120492458343506,1
-249.3857879638672,109.44343566894531,-12.93079948425293,24.716859817504883,-0.15935082733631134,0.23938436806201935,-19.192977905273438,7.000446319580078,-14.835787773132324,5.733109474182129,1.6255505084991455,8.472900390625,-7.953118801116943,-1.636405110359192,-2.1391055583953857,-0.6004438400268555,-10.980603218078613,-1.727053165435791,-8.96806526184082,-5.586954116821289,1
-290.8087463378906,93.76753997802734,8.608053207397461,41.38123321533203,0.4698208272457123,-9.98006820678711,-17.26820945739746,5.538091659545898,-33.93967056274414,5.140220642089844,-2.6590957641601562,4.109001159667969,-2.8131003379821777,-2.447003126144409,4.438161849975586,9.086272239685059,-3.372682809829712,2.1494269371032715,0.4641353189945221,-3.7610673904418945,1
