,mfcc 1,mfcc 2,mfcc 3,mfcc 4,mfcc 5,mfcc 6,mfcc 7,mfcc 8,mfcc 9,mfcc 10,mfcc 11,mfcc 12,mfcc 13,mfcc 14,mfcc 15,mfcc 16,mfcc 17,mfcc 18,mfcc 19,mfcc 20
0,-340.768798828125,75.06896209716797,-2.449855089187622,21.445432662963867,-6.660470008850098,1.396364450454712,-23.702695846557617,15.587738037109375,-5.263851165771484,8.058775901794434,-5.062593936920166,5.981390953063965,-10.102415084838867,2.1692535877227783,2.053473949432373,-3.4836843013763428,0.29957446455955505,2.409102201461792,-3.1649181842803955,4.1794352531433105
1,-319.35015869140625,110.97949981689453,-9.221967697143555,24.480905532836914,0.43399542570114136,-3.178642749786377,-12.134594917297363,8.180908203125,-13.884796142578125,1.3974485397338867,-1.7846773862838745,3.1358141899108887,-4.784267902374268,1.8589895963668823,-6.37192440032959,-0.05308160185813904,-7.679572582244873,-1.3900871276855469,-8.511072158813477,-3.2126059532165527
2,-277.7339172363281,86.33937072753906,9.546512603759766,27.260669708251953,-1.5808545351028442,2.2946789264678955,-21.06305503845215,-6.768252372741699,-16.339187622070312,3.4489657878875732,-0.1854795217514038,3.0377776622772217,-7.4928741455078125,-4.326859951019287,-3.9383223056793213,-0.06197594106197357,-8.204381942749023,-0.9901543855667114,-7.994272232055664,1.6628870964050293
3,-287.4414367675781,101.41153717041016,9.845778465270996,18.111305236816406,0.9534715414047241,4.148738384246826,-21.46117401123047,3.548748731613159,-11.676283836364746,1.810829997062683,-8.261999130249023,-2.0740184783935547,-8.9542875289917,0.3280922472476959,-4.562632083892822,1.470901608467102,-8.286370277404785,2.301535129547119,-9.539155960083008,-0.6753005981445312
4,-292.9869384765625,82.17695617675781,5.167122840881348,21.194120407104492,0.8131815791130066,-5.446114540100098,-21.213642120361328,1.4458832740783691,-20.313684463500977,4.4396586418151855,-1.1483666896820068,-7.161251068115234,-7.837585926055908,-1.9146912097930908,-7.601760387420654,4.359951972961426,-6.932131767272949,1.2517931461334229,-9.683860778808594,2.710420846939087
5,-346.3493957519531,87.3899154663086,6.518008708953857,32.11892318725586,7.091322422027588,7.577811241149902,-9.028164863586426,3.232435703277588,-14.420411109924316,1.2270804643630981,-3.052682638168335,-0.4700222909450531,-5.447875499725342,-4.820984840393066,-7.377941608428955,4.934337139129639,-7.918896198272705,1.951608419418335,-4.963386535644531,0.46510112285614014
6,-294.494384765625,105.38732147216797,7.7655792236328125,26.10262680053711,-1.6695170402526855,0.33846306800842285,-13.264827728271484,-0.41534224152565,-22.26866912841797,1.3101887702941895,-7.694321155548096,4.3970208168029785,-5.446567535400391,1.2817926406860352,-4.447604656219482,3.846651077270508,-5.282495021820068,1.5969163179397583,-1.2319961786270142,-0.2548101842403412
7,-281.83966064453125,110.04989624023438,-5.3769121170043945,18.068092346191406,1.544279932975769,5.130147457122803,-15.65631103515625,5.617369174957275,-13.9564208984375,0.2747657895088196,-0.6438534259796143,3.3543179035186768,-10.355224609375,-3.6435041427612305,-8.910820960998535,3.473862409591675,-12.16025447845459,-1.8695188760757446,-6.863577365875244,-2.6002426147460938
8,-342.3389587402344,90.07279205322266,7.385317802429199,31.029224395751953,-3.335102081298828,10.192102432250977,-11.919119834899902,4.429292678833008,-9.09498405456543,3.0317442417144775,-5.330847263336182,5.941928386688232,-3.034237861633301,3.685084581375122,-6.738434791564941,4.092517852783203,-6.593794345855713,1.0576608180999756,-6.289921760559082,-3.7833786010742188
9,-309.64227294921875,108.71046447753906,-3.4977006912231445,26.300418853759766,-1.0876681804656982,1.5232218503952026,-22.869735717773438,3.4048404693603516,-15.318901062011719,1.6946234703063965,-8.222712516784668,5.420770168304443,-10.354809761047363,2.8718459606170654,-0.5042968988418579,-1.0460139513015747,-2.3311240673065186,-2.0090491771698,-6.174890041351318,-3.9563405513763428
